15.4288	13.3700
36.2685	67.9109
19.4450	25.1210
75.8416	55.7619
51.4803	46.7800
8.7176	82.9095
29.8641	3.1346
67.8006	90.3489
51.4451	53.9105
66.4328	63.4057
35.3419	2.6643
16.5290	87.9319
6.7820	36.9086
11.5501	9.6294
8.3770	8.6927
2.2256	77.1043
4.9213	46.5223
94.1233	21.6512
36.1318	3.1319
30.4045	18.8268
12.6160	41.4217
94.4671	3.8344
95.7040	12.6316
7.7948	16.6083
95.4768	26.8061
10.0541	90.7776
55.3375	74.8693
10.6723	78.6414
65.8778	36.1957
64.9855	23.0543
71.6859	26.6121
62.2796	81.4309
3.9375	59.1262
32.1388	51.1416
50.3406	31.1064
90.7981	27.4153
81.8676	55.2783
64.7090	70.2874
41.1806	89.8348
6.4108	66.4468
31.6883	70.3737
77.0375	41.8004
8.9232	23.3519
75.9519	46.9182
20.2954	69.6094
90.9949	5.8232
78.8587	39.5684
81.5126	56.6379
39.9533	69.8901
58.6130	54.8261
0.0513	55.8941
55.4009	29.9057
21.6054	12.5615
64.7053	46.9025
79.7959	1.2914
86.9272	37.1850
75.2544	86.7430
24.0414	49.5078
81.9241	82.3460
58.2590	22.0497
46.5119	26.8447
66.2640	60.2581
27.6347	33.1250
62.4967	41.3996
20.1953	59.5835
52.7224	91.8502
3.3115	36.9054
47.1399	26.8363
88.1060	53.7473
29.2618	5.5513
98.8838	97.2538
44.4150	91.8124
3.8277	38.1928
26.3817	80.7704
77.5673	74.3230
62.4531	24.0371
87.1731	6.1836
5.0972	41.5403
95.2516	10.6278
99.7533	10.7620
88.8615	6.0511
62.6204	89.7072
56.5461	69.4962
95.6495	29.0669
91.6539	61.3715
13.8380	6.2337
68.0565	1.4821
46.0599	2.9221
66.3439	47.5192
32.9185	73.4337
6.0666	12.5484
55.7589	70.1466
2.2381	42.9434
26.2286	90.7780
64.6762	56.6748
90.9824	90.2885
33.0976	45.7462
43.4987	24.1352
35.7906	89.5279
34.9182	32.1295
48.5453	28.4733
32.9939	85.3134
78.2403	72.8119
43.6649	88.2712
74.9600	45.3512
73.3530	49.6143
85.6989	16.5387
16.6559	78.5510
13.9517	38.5384
57.0843	50.8867
91.4857	8.0696
74.8880	87.6601
99.1736	21.2164
39.5397	93.0218
94.0282	71.8772
37.8183	32.2632
74.7406	41.7535
56.7578	9.6017
18.1257	21.1749
8.2289	51.7290
52.5785	73.0294
69.6647	19.4531
66.9864	58.1994
95.8062	72.1921
58.3381	73.5484
76.9336	84.7468
7.8082	20.5086
8.9608	61.7774
72.7851	12.3678
63.6188	96.9863
79.0720	63.8411
80.1485	11.1270
40.2085	99.3302
46.8876	24.1086
7.6901	15.5010
49.5455	70.0457
12.7186	81.6369
64.2033	43.8557
59.8894	29.7759
47.0761	99.1874
25.3351	21.1675
54.2834	88.9194
93.9073	48.2748
33.4865	59.7565
51.7422	83.8717
63.4777	68.8527
96.5703	90.9616
71.1962	27.0077
71.3290	1.7397
5.1386	14.9313
13.3374	97.3840
78.5660	25.4718
49.3396	40.5084
12.2002	72.5323
23.6407	61.3344
72.4190	21.0451
37.9632	62.2952
98.6521	45.2591
96.1713	1.2986
16.0265	34.7644
88.3652	44.5089
68.2715	81.7205
37.6272	53.7071
35.2493	15.9615
43.3155	82.1094
44.3998	1.7845
89.4922	62.2757
69.5226	39.0287
10.1096	61.0177
7.2102	35.7378
44.8798	56.9889
94.6090	71.7023
35.4474	66.6425
26.6185	22.6855
63.4317	10.8370
69.9312	97.4772
92.2644	41.0096
78.9018	86.5978
85.4670	15.4536
83.4273	38.2838
65.5750	80.7601
58.5784	49.5222
74.6982	22.9808
27.2606	84.0888
64.8068	38.5287
4.2781	5.2797
12.2076	40.3827
5.1632	1.9860
11.4422	56.1722
56.4836	16.0785
37.8967	2.7474
90.5718	58.2694
50.3831	11.6031
20.4961	71.7286
86.4859	3.9084
95.1070	57.6263
52.8263	61.0376
60.9588	71.7982
47.9908	29.0975
9.3955	63.5726
62.3849	40.0531
24.8694	86.2234
22.6879	29.0630
9.2894	81.9327
78.5038	24.8666
83.9305	48.2623
36.9501	30.9207
58.1260	30.3099
98.9729	31.8632
45.2681	74.3166
44.9649	43.8063
93.8855	47.8056
84.8703	58.2425
39.4306	84.5779
15.2760	93.1682
44.4953	5.5503
25.6151	77.5026
70.6506	58.4145
96.8639	15.2750
70.3563	44.0939
33.9000	92.5190
77.1048	85.1126
64.4589	55.7145
69.6694	70.4960
40.4092	55.7973
88.2589	41.8322
23.8476	76.1854
15.9355	8.7357
66.7720	16.8650
74.9127	63.1694
74.0388	11.6725
20.1233	9.4852
9.7932	31.8650
9.0423	56.7872
45.0153	35.2908
52.8085	18.7382
41.1826	16.8060
55.0517	61.9456
13.4499	91.2356
5.4316	74.5812
11.0773	71.4947
31.1117	66.9173
25.8160	40.0046
53.0701	89.3031
54.5343	42.7238
17.7649	78.5014
37.1179	74.6955
11.1303	49.8571
31.4057	53.7719
12.8437	57.2598
22.9710	18.0086
15.3589	7.4631
52.6419	60.6813
89.6030	87.3757
24.9686	56.1512
27.1260	4.4819
38.9161	90.5089
22.8279	20.1549
57.5516	1.4960
91.1431	41.6584
49.6050	55.3920
19.3331	30.9168
67.8005	17.9103
54.7600	7.8806
61.0319	34.9435
24.5797	85.1709
51.9927	14.9269
26.5982	14.5750
85.5204	0.0876
76.8048	1.9273
44.4274	32.7203
23.0149	28.0681
95.7647	46.1783
32.0170	80.6824
97.1849	21.8160
75.3724	92.9389
22.5657	6.0599
83.0138	37.1997
91.1890	29.8795
86.8461	57.7510
22.9015	26.7719
84.5615	64.9832
7.7650	33.1706
41.9224	86.8450
47.2986	25.3774
0.8020	76.3519
29.4690	2.1058
53.7035	81.2998
21.3476	36.1860
62.4460	41.7003
63.0617	36.4824
95.3366	8.4135
38.4601	24.0589
88.1796	28.7468
32.6897	86.2826
34.7242	70.4815
91.6226	95.0432
65.4409	36.5611
62.3285	87.3836
4.4630	52.1742
